createdAt,text,Text_Cleaned
2025-03-18 01:29:19+00:00,"I Started with $150 Trading Apple Stock Options ($AAPL) - Watch Me Win or Lose Big! Day 6 #stocks #OptionsTrading #trading #aapl #apple #TradingChallenge #BeginnerTrading #StocksToWatch #everyone

https://t.co/7B3CFaxG3v",I Started with Trading Apple Stock Options AAPL Watch Me Win or Lose Big Day stocks OptionsTrading trading aapl apple TradingChallenge BeginnerTrading StocksToWatch everyone tcoBCFaxGv
2025-03-18 00:15:55+00:00,"Never heard anything so stupid as Donnie's latest!🤣🤣🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs https://t.co/n8e3xWhWzG",Never heard anything so stupid as Donnies latest Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oil gas Canada tariffs tconexWhWzG
2025-03-17 23:21:11+00:00,"@AnDan_23 Yes, this #AAPL find turned out to be sweet, I wonder who called that one out...? &lt;cough&gt; &lt;cough&gt;",AnDan Yes this AAPL find turned out to be sweet I wonder who called that one out ltcoughgt ltcoughgt
2025-03-17 23:20:00+00:00,"#spx #es #SPY  Weekly chart, expanded  

#qqq #iwm #mag7 #aapl #msft #goog #nvda #nflx #meta https://t.co/yHggiqcy28",spx es SPY Weekly chart expanded qqq iwm mag aapl msft goog nvda nflx meta tcoyHggiqcy
2025-03-17 23:14:48+00:00,Chart of The Day from 13 March looking for #AAPL to see further downside within incomplete bearish sequence https://t.co/iHrJEsXCwj #elliottwave https://t.co/gq2SCe1GZg,Chart of The Day from March looking for AAPL to see further downside within incomplete bearish sequence tcoiHrJEsXCwj elliottwave tcogqSCeGZg
2025-03-17 23:11:18+00:00,"#spx #es #SPY 

 The bearish case is intact with below 200 MA and weekly just turning red just last week. 

Don't be brave ! Market has had good run for very long time and now we have unstable governance. 

#qqq #iwm #mag7 #aapl #msft #goog #nvda https://t.co/fy2qH408Tm",spx es SPY The bearish case is intact with below MA and weekly just turning red just last week Dont be brave Market has had good run for very long time and now we have unstable governance qqq iwm mag aapl msft goog nvda tcofyqHTm
2025-03-17 23:04:33+00:00,"THE MAGNIFICENT SEVEN + PINS: (March 17, 2025): Downtrend if  MACD 30,57,27, TRIX,  MA8-21 are red. Uptrend when they change to dark blue. #SPX #SP500 #SPX500 #NYSE #NASDAQ100 #NASDAQ #Stocks #QQQ #dowjones #arkk #META  #TSLA #MSFT #AAPL #AMZN #NVDA #GOOGL #PINS #BRK #X #uber https://t.co/j2RZS7HHRL",THE MAGNIFICENT SEVEN PINS March Downtrend if MACD TRIX MA are red Uptrend when they change to dark blue SPX SP SPX NYSE NASDAQ NASDAQ Stocks QQQ dowjones arkk META TSLA MSFT AAPL AMZN NVDA GOOGL PINS BRK X uber tcojRZSHHRL
2025-03-17 22:35:58+00:00,"He golfs as well as he runs the #US! 🤣🤣🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs",He golfs as well as he runs the US Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs
2025-03-17 22:31:51+00:00,"Last one out is Donnie's #Maggot!💸💸

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs https://t.co/lCX8NRxEfT",Last one out is Donnies Maggot Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump Alberta ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs tcolCXNRxEfT
2025-03-17 22:00:31+00:00,"#米国株 #AAPL
             companyName：Apple Inc.
            株価：214$
            値動き($)：0.51$
            値動き(%)：0.238%",AAPL companyNameApple Inc
2025-03-17 21:09:23+00:00,"#AAPL 

I’m feeling confident Apple will be trending up this week. Buy the dips!",AAPL Im feeling confident Apple will be trending up this week Buy the dips
2025-03-17 20:54:18+00:00,"Let's go mess up Donnie's #oil &amp; #gas #tariff agenda against #Canada!🤣🤣🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas",Lets go mess up Donnies oil amp gas tariff agenda against Canada Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas
2025-03-17 20:29:11+00:00,$AAPL - Daily B-Xtrender STMO changed to ↗️ (HL) https://t.co/KsxOOCHsFV #BXTracker #BXtrender #AAPL,AAPL Daily BXtrender STMO changed to HL tcoKsxOOCHsFV BXTracker BXtrender AAPL
2025-03-17 20:17:44+00:00,"¿Dónde estarán las acciones de Apple en 5 años? #AAPL $AAPL
https://t.co/7PW8i47WpK",Dnde estarn las acciones de Apple en aos AAPL AAPL tcoPWiWpK
2025-03-17 20:13:53+00:00,"#سهم_الأمريكية #الاوبشن #سباكس #السوق_الامريكي #التحليل_الفني #spy #SPX500 #AAPL  #NVDA

عقود (#SPX)

ولله الحمد https://t.co/JRggR6OHzS",spy SPX AAPL NVDA SPX tcoJRggROHzS
2025-03-17 19:43:32+00:00,"#Trump: ""You hang up!""❤️🥰

#Putin: ""No, you hang up first!""❤️🥰

#ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs",Trump You hang up Putin No you hang up first ElonMusk Tesla Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oil gas Canada tariffs
2025-03-17 19:12:17+00:00,"Apple atravesó su peor semana desde 2022: ¿todavía es un refugio seguro? #AAPL $AAPL 
https://t.co/YnIA5PyDRQ",Apple atraves su peor semana desde todava es un refugio seguro AAPL AAPL tcoYnIAPyDRQ
2025-03-17 18:03:51+00:00,"I used to watch the 5min chart all day and use it to find patterns and trade off of around 2pm. I’ve grown a lot and rarely look at it past 10am. This has saved me a ton of money and made me a more consistent trader. 

#tsla #meta #nvda #aapl #googl #amd #spy #qqq #mu #cvs #baba",I used to watch the min chart all day and use it to find patterns and trade off of around pm Ive grown a lot and rarely look at it past am This has saved me a ton of money and made me a more consistent trader tsla meta nvda aapl googl amd spy qqq mu cvs baba
2025-03-17 17:42:40+00:00,"من معه سهم #AAPL - #AMZN  يتواصل معي الان للضرورة

.
#السوق_الامريكي، #الداوجونز، #الفيدرالي_الامريكي، #الاسهم_الامريكية، #الاوبشن
$TSLA $LCID $BABA $HOLO $SVMH $RGTI $SXTC $GXAI $LICN $NUKK $SATL $SGMO $AMD $DJT $AAPL $GOOGL $META  $SKK $PHUN",AAPL AMZN TSLA LCID BABA HOLO SVMH RGTI SXTC GXAI LICN NUKK SATL SGMO AMD DJT AAPL GOOGL META SKK PHUN
2025-03-17 17:33:14+00:00,"🇺🇸 Big tech rojas,con Tesla haciendo de las suyas.....
$SPY $QQQ $DIA
#QQQ #TECH #Cedears #acciones #inversiones #mercado #inversor #invertir #bolsa
#NVDA #AAPL #GOOG #META #NFLX #TSLA #AMZN
#SPY #SPX #Wallstreet #eeuu #USA #VOO #tendencia #recomendado
$NVDA $AAPL $GOOG $META $NFLX $TSLA $AMZN",Big tech rojascon Tesla haciendo de las suyas SPY QQQ DIA QQQ TECH Cedears acciones inversiones mercado inversor invertir bolsa NVDA AAPL GOOG META NFLX TSLA AMZN SPY SPX Wallstreet eeuu USA VOO tendencia recomendado NVDA AAPL GOOG META NFLX TSLA AMZN
2025-03-17 17:32:25+00:00,"🇺🇸Lunes levemente verde en Wall Street,sigue el rebotesito ↕️
$SPY $QQQ $DIA
#QQQ #TECH #Cedears #acciones #inversiones #mercado #inversor #invertir #bolsa
#NVDA #AAPL #GOOG #META #NFLX #TSLA #AMZN
#SPY #SPX #Wallstreet #eeuu #USA #VOO #tendencia #recomendado
$NVDA $AAPL $GOOG $META $NFLX $TSLA $AMZN",Lunes levemente verde en Wall Streetsigue el rebotesito SPY QQQ DIA QQQ TECH Cedears acciones inversiones mercado inversor invertir bolsa NVDA AAPL GOOG META NFLX TSLA AMZN SPY SPX Wallstreet eeuu USA VOO tendencia recomendado NVDA AAPL GOOG META NFLX TSLA AMZN
2025-03-17 17:13:26+00:00,"Crypto Daily : 

#BTCUSD  Bitcoin now at $83,701.52

#ETHUSDT  Ethereum steadily at $1,98

#TSLA Tesla at $234.28

#AMZN Amazon now trading at $195.66

#AAPL  Apple now at $211.38",Crypto Daily BTCUSD Bitcoin now at ETHUSDT Ethereum steadily at TSLA Tesla at AMZN Amazon now trading at AAPL Apple now at
2025-03-17 17:08:36+00:00,"Legendary trader declares it's time to grab those popcorn buckets! 📈 With Apple set to rally and smart money loading up, it looks like the AAPL train is leaving the station. 

#AAPL #Apple",Legendary trader declares its time to grab those popcorn buckets With Apple set to rally and smart money loading up it looks like the AAPL train is leaving the station AAPL Apple
2025-03-17 16:56:48+00:00,"من معه سهم #AAPL - #AMZN  يتواصل معي الان للضرورة

.
#السوق_الامريكي، #الداوجونز، #الفيدرالي_الامريكي، #الاسهم_الامريكية، #الاوبشن
$TSLA $LCID $BABA $HOLO $SVMH $RGTI $SXTC $GXAI $LICN $NUKK $SATL $SGMO $AMD $DJT $AAPL $GOOGL $META  $SKK $PHUN",AAPL AMZN TSLA LCID BABA HOLO SVMH RGTI SXTC GXAI LICN NUKK SATL SGMO AMD DJT AAPL GOOGL META SKK PHUN
2025-03-17 16:45:47+00:00,Business Inventories Surge Signals Economic Resilience in the United States - https://t.co/iRBLZhGpN8 #NYSE #AAPL #DIS #DJIA #ETH #USDT https://t.co/ugytZiPgvl,Business Inventories Surge Signals Economic Resilience in the United States tcoiRBLZhGpN NYSE AAPL DIS DJIA ETH USDT tcougytZiPgvl
2025-03-17 16:40:57+00:00,"Liquidation of #Mag7 with slowly rising average #volatility.
#NVDA #AMZN #GOOGL #META #NFLX #TSLA #MSFT #AAPL https://t.co/YboQRlWh8y",Liquidation of Mag with slowly rising average volatility NVDA AMZN GOOGL META NFLX TSLA MSFT AAPL tcoYboQRlWhy
2025-03-17 16:11:39+00:00,turned my head to tweet about #aapl and it went up $1.3- fast AF - back too $220,turned my head to tweet about aapl and it went up fast AF back too
2025-03-17 15:52:49+00:00,"#aapl has ris - at $220 all sell volume is $234.50 - $238
#mu is up $tsla down #nvda down #brk is up",aapl has ris at all sell volume is mu is up tsla down nvda down brk is up
2025-03-17 15:46:01+00:00,"I just noticed apple is under performing the #Dow #aapl
Locking in",I just noticed apple is under performing the Dow aapl Locking in
2025-03-17 15:33:35+00:00,"Donnie will lose again!

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs",Donnie will lose again Trump ElonMusk Tesla SpaceX Dogecoin TSLA DonaldTrump Alberta ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs
2025-03-17 15:33:17+00:00,Cashed out my puts on apple thanks so much #aapl,Cashed out my puts on apple thanks so much aapl
2025-03-17 15:32:46+00:00,"Markets are stupid believing #Russia #NaturalGas will return to #EU.

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #ongt #oil #gas #Canada #tariffs",Markets are stupid believing Russia NaturalGas will return to EU Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com ongt oil gas Canada tariffs
2025-03-17 15:28:21+00:00,"Don't waste your time voting for Donnie's POS in #Canada!🚫💩

#Trump #ElonMusk #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #tariffs",Dont waste your time voting for Donnies POS in Canada Trump ElonMusk Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas tariffs
2025-03-17 15:22:15+00:00,"Proves that stock research outside X is KEY!💯

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs",Proves that stock research outside X is KEY Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs
2025-03-17 15:19:47+00:00,"Discuss how they will destroy #Ukraine and #Canada. 

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #tariffs",Discuss how they will destroy Ukraine and Canada Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas tariffs
2025-03-17 15:06:35+00:00,"Sell, Sell, Sell!!!⬇️⬇️⬇️

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs https://t.co/IRdPvu2OWk",Sell Sell Sell Trump ElonMusk Tesla SpaceX Dogecoin TSLA DonaldTrump Alberta ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs tcoIRdPvuOWk
2025-03-17 15:02:48+00:00,"#Oil industry says Donnie is an idiot!

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs",Oil industry says Donnie is an idiot Trump ElonMusk Tesla SpaceX Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs
2025-03-17 14:35:30+00:00,"Apple AAPL Given the current market signals, it would be prudent to monitor AAPL for a potential delayed breakout, driven by strong accumulation and moderate market instability #stockmarket #apple #aapl https://t.co/dIW0X8ZF3j",Apple AAPL Given the current market signals it would be prudent to monitor AAPL for a potential delayed breakout driven by strong accumulation and moderate market instability stockmarket apple aapl tcodIWXZFj
2025-03-17 14:20:46+00:00,"$AAPL #AAPL #Fibonacci
Time Frame 1D https://t.co/rlBdRM7O43",AAPL AAPL Fibonacci Time Frame D tcorlBdRMO
2025-03-17 13:51:25+00:00,"Apple faces significant delays in Siri updates, impacting AI strategy and investor sentiment. What’s next? #AAPL #TechNews

Read more: https://t.co/vehXG7t6We https://t.co/Rp49cOJld2",Apple faces significant delays in Siri updates impacting AI strategy and investor sentiment Whats next AAPL TechNews Read more tcovehXGtWe tcoRpcOJld
2025-03-17 13:44:16+00:00,"Final Target Hit 🎯🎯 

Join now for more Live Trades 
Link in bio 👆 👆 

#TQQQ #NVDA #NFLX #AAPL #Stocks https://t.co/Cdn29EHxBn",Final Target Hit Join now for more Live Trades Link in bio TQQQ NVDA NFLX AAPL Stocks tcoCdnEHxBn
2025-03-17 13:43:36+00:00,"Final Target Hit 🎯🎯 

Join now for more Live Trades 👇 
https://t.co/3AIe97SFgZ

#TQQQ #NVDA #NFLX #AAPL #Stocks https://t.co/QjlIolnrVR",Final Target Hit Join now for more Live Trades tcoAIeSFgZ TQQQ NVDA NFLX AAPL Stocks tcoQjlIolnrVR
2025-03-17 13:41:46+00:00,"TP HIT IN $TQQQ , IF YOU WANT LIVE RECCOMENDATION ON US STOCKS LIKE #AAPL #NVDA #TESLA , 
JOIN MY CHANNEL LINK IN BIO. https://t.co/EVMnmDM9rp",TP HIT IN TQQQ IF YOU WANT LIVE RECCOMENDATION ON US STOCKS LIKE AAPL NVDA TESLA JOIN MY CHANNEL LINK IN BIO tcoEVMnmDMrp
2025-03-17 13:40:11+00:00,"#STOCKS BUY ALERT

 BUY #AAPL AT 213.8

TP: 215.5
SL: ??? (DM FOR SL)

#Trump  #ElonMusk  #Tesla
#GOLD

JOIN NOW FOR FREE SIGNALS 
https://t.co/3K3hDKkE7f
OR 
https://t.co/Nt47OqQNwE",STOCKS BUY ALERT BUY AAPL AT TP SL DM FOR SL Trump ElonMusk Tesla GOLD JOIN NOW FOR FREE SIGNALS tcoKhDKkEf OR tcoNtOqQNwE
2025-03-17 13:38:56+00:00,"STOCKS: BUY AAPL AT 213.8
TP: 215.5
SL:  Join  https://t.co/oV0CYoWT01

#AAPL #StocksToBuy",STOCKS BUY AAPL AT TP SL Join tcooVCYoWT AAPL StocksToBuy
2025-03-17 13:37:29+00:00,"BUY #AAPL AT 213.8
TP: 215.5
SL: 211.5

https://t.co/GNRLlpODjK",BUY AAPL AT TP SL tcoGNRLlpODjK
2025-03-17 13:34:32+00:00,"What’s for breakfast?
#TSLA #COST #NVDA #AAPL https://t.co/RIfEaPm8Cf",Whats for breakfast TSLA COST NVDA AAPL tcoRIfEaPmCf
2025-03-17 13:31:09+00:00,"2025-03-17 06:31:09 (Mon)
Roll Hist Days = 65, Pred/Open^2 Threshold = 1.2, Multiplier = 1.5
Stk (Pred/Open^2): Buy Value
#AAPL (1.14): 5
#AMD (0.94): 5
#AMZN (1.13): 5
#ASML (1.03): 5
#GOOG (1.1): 5
#INTC (0.88): 5",Mon Roll Hist Days PredOpen Threshold Multiplier Stk PredOpen Buy Value AAPL AMD AMZN ASML GOOG INTC
2025-03-17 13:13:25+00:00,"#stockmarket A beautiful, and a subtle note from  #MS to their wealthy clients to run to the hills until dust settles ( leave the keys to the kingdom to #maga ).  

 #SPY #qqq #mag7 #tsla #aapl #amzn #goog #nflx #msft @realDonaldTrump https://t.co/ufAnVVJgDP",stockmarket A beautiful and a subtle note from MS to their wealthy clients to run to the hills until dust settles leave the keys to the kingdom to maga SPY qqq mag tsla aapl amzn goog nflx msft realDonaldTrump tcoufAnVVJgDP
